trave_points,stars,users,price,num_of_features,beach,bar,massage,child_care,restaurant_show,bike_rent,car_rent,rooftop,fitness,spa,inclusive,billyard,swimming_pool,kitchen,fishing
6.9,2,12,242666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2629714,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.0,1,0,608950,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9.4,3,25,3333750,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,0,2896049,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,3,7,1310202,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8.7,3,11,360905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2129497,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.6,3,10,768200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,0,2511424,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,4,0,4731535,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2375001,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,5472999,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.0,5,5,5853910,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,1147151,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,4,0,500000,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,6800500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0.0,0,0,207613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,0,14,225199,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.2,3,14,82486,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,2530130,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,5,0,12919021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,570000,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,4,0,1104966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,1077833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,347942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,297962,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,2,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,4546137,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,4,0,2084392,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,0,500000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,2401081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,432041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3848510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2622864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,5243067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,4,0,1301617,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,500000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,7266894,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,0,0,500000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,13122933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,2269617,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,5481506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,2,0,302995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,5709596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,5,0,3444249,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,1764188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3039570,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2569445,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,17035568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,2059037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,1790036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,5955555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,5748976,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,2197768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3611835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,486881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,2450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,2030688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1366755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1968785,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,5,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0,500000,6,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
0.0,4,0,2125000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,0,0,8761888,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0.0,0,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,5044801,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2039247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2124818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1773078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,6323557,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2306203,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,3124499,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,3,0,500000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1621724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1658823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,1900143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1420739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,423008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,3,173,2271053,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,4,0,1425000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,7382502,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.0,4,0,18785077,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.0,0,0,500000,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.0,0,0,1091164,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,1805000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,3,0,902500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1080000,5,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0,0,251339,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9.2,2,6,164217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.0,4,0,1776760,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0,5,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,4037500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,977354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,309594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,6,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,3,0,2040022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,2094509,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,0,3244208,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,4,0,500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,3920000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,1094063,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1804464,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0.0,4,0,751905,6,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0.0,4,0,6489839,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,0,1299938,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,4,0,17304774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1774114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,171964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,9566711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0,267430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,399218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,5,17,881038,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,833045,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0,6404934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,500000,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0,0,1071269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,1243802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,3800000,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0,0,0,362005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,4,0,3837600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,12470179,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0,0,4015552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3883113,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,2447805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,2982044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,2292219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2037764,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,4864224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,3274188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,1672058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,3215224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,6132783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1030750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3513949,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,1569569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,6555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1,0,22,1885492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,6478191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,6879875,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0.0,4,0,500000,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8.5,1,128,248840,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.0,2,0,500000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.0,2,0,450001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,5059553,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.4,2,28,379928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.2,3,5,996868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,921413,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,7922944,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0,4,0,4398968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2226535,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,1315859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,1464798,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,2,0,500000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0.0,5,0,500000,5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1033009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,2,0,6157240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3915766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,5,0,2772878,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2393106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,548584,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,712265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,5603936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2380100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.7,1,21,229821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.4,4,7,1970636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,4140000,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.5,4,79,3894141,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9.2,2,8,5000000,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
8.3,2,19,144712,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,0,1500000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1,2,7,796174,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
