name,trave_points,stars,users,price,num_of_features,all_features,location
Arumasta Ubud,0,4,,Rp 687.020,2,"['Payung pantai', 'Kursi berjemur tepi kolam']","Ubud, Gianyar"
The Green Ponci Bedugul,0,3,,Rp 420.757,2,"['Area piknik', 'Spa']","Baturiti, Tabanan"
Hibiscus Cottages,0,3,,Rp 682.262,2,"['Pengering pakaian', 'Antar-jemput bandara']","Ubud, Gianyar"
Padma Ubud Retreat , 8.4 ,2,(61),Rp 653.240,5,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara', 'Spa']","Ubud, Gianyar"
Pondok Massas Ubud, 9 ,3,(43),Rp 674.139,6,"['Winery', 'Layanan pijat', 'Pusat kebugaran', 'Antar-jemput bandara', 'Kursi berjemur tepi kolam', 'Spa']","Ubud, Gianyar"
Prema Shiva Suites and Villas by EPS,0,0,,Rp 615.003,0,[],"Ubud, Gianyar"
Relax Bali Dive & Spa Resort,0,4,,Rp 1.683.691,1,['Bilyar'],"Tulamben, Karangasem"
Bumi Linggah Villas Bali, 8.7 ,5,(28),Rp 1.891.418,6,"['Restoran show cooking', 'Aktivitas outdoor', 'Pengering pakaian', 'Layanan pijat', 'Check-out ekspress', 'Bar']","Sukawati, Gianyar"
The Salila Beach Resort Seminyak Bali, 9.1 ,4,(13),Rp 1.234.220,2,"['Pusat kebugaran', 'Bar di kolam renang']","Seminyak, Kuta"
Belong Camp,0,0,,Rp 288.296,0,[],"Kintamani, Bangli"
Sayang Sanur Villa V,0,4,,Rp 2.890.178,0,[],"Sanur, Bali"
Adhidrawa Ubud,0,3,,Rp 479.270,3,"['Payung pantai', 'Kursi berjemur tepi kolam', 'Spa']","Tampaksiring, Ubud"
Pondok Taksu Bali, 8.4 ,3,(13),Rp 290.080,3,"['Handuk pantai', 'Layanan pijat', 'Check-out ekspress']","Kuta, Badung"
Dirga's House Sanur View by EPS,0,3,,Rp 444.996,0,[],"Sanur, Bali"
The Sagara Penida,0,0,,Rp 1.364.885,6,"['Badminton', 'Snorkeling', 'Menyelam', 'Handuk pantai', 'Layanan pijat', 'Payung pantai']","Nusa Penida, Nusa Island"
The Hill Prananta by ABM,0,0,,Rp 500.000,4,"['Olah raga air', 'Snorkeling', 'Kano', 'Aktivitas outdoor']","Nusa Penida, Nusa Island"
Akila Stay Denpasar, 8.6 ,1,(487),Rp 297.605,2,"['Transportasi ke pantai', 'Antar-jemput bandara']","Denpasar Utara, Denpasar"
D'Green Kuta,0,4,,Rp 500.000,0,[],"Legian, Kuta"
Kaen Apartments, 8.7 ,1,(134),Rp 366.533,3,"['Tunggang kuda', 'Golf', 'Antar-jemput bandara']","Cemagi, Canggu"
Desak Putu Putra Cottages, 9 ,2,(19),Rp 3.195.316,4,"['Penyewaan sepeda', 'Layanan pijat', 'Antar-jemput bandara', 'Spa']","Ubud, Gianyar"
Batu Belig Living Managed by CPM Bali,0,0,,Rp 1.107.138,0,[],"Seminyak, Kuta"
Taman Harum Cottages, 8.3 ,3,(36),Rp 553.434,6,"['Jacuzzi', 'Layanan pijat', 'Bilyar', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Ubud, Gianyar"
Anginsepoi Villa,0,5,,Rp 682.220,6,"['Kursi berjemur pantai', 'Antar-jemput bandara', 'Payung pantai', 'Check-out ekspress', 'Spa', 'Bar']","Tanah Lot, Tabanan"
Penida Bay Village, 9.2 ,1,(8),Rp 625.846,4,"['Snorkeling', 'Menyelam', 'Teras rooftop', 'Check-out ekspress']","Nusa Penida, Nusa Island"
Fora Capsule Hostel Tuban Kuta,0,2,,Rp 331.414,0,[],"Tuban, Kuta"
Glo Homestay,0,0,,Rp 417.812,0,[],"Ungasan, Uluwatu"
Kumala Bali Grand Kumala,0,3,,Rp 732.642,1,['Pengering pakaian'],"Legian, Kuta"
Celagi Inn, 7.4 ,3,(9),Rp 213.928,3,"['Teras rooftop', 'Perpustakaan', 'Check-out ekspress']","Padangbai, Karangasem"
Dmas Huts Lembongan , 8.9 ,3,(91),Rp 603.526,2,"['Tennis meja', 'Penyewaan sepeda']","Nusa Lembongan, Nusa Island"
Double A View ,0,0,,Rp 785.644,0,[],"Canggu, Kuta Utara"
Nakula Guest House, 8.6 ,2,(104),Rp 300.955,0,[],"Kuta, Badung"
Batu Kandik Homestay, 8.5 ,1,(8),Rp 395.743,1,['Pengering pakaian'],"Pecatu, Uluwatu"
Singgahan Bungalow,0,0,,Rp 385.805,2,"['Sewa mobil', 'Bar']","Nusa Penida, Nusa Island"
Hotel Arda Bali,0,3,,Rp 200.180,0,[],"Negara, Jembrana"
Klungkung Tower Hotel,0,3,,Rp 500.000,0,[],"Semarapura, Klungkung"
Warji House 1, 8.6 ,0,(17),Rp 322.064,4,"['Penyewaan sepeda', 'Sewa mobil', 'Check-out ekspress', 'Spa']","Monkey Forest, Ubud"
Dukuh Ubud Villas,0,3,,Rp 1.325.163,0,[],"Payangan, Ubud"
Rumahku Bali Executive,0,0,,Rp 328.282,0,[],"Kuta, Badung"
Puri Sadewa  Balangan, 8.2 ,2,(16),Rp 509.157,4,"['Pengering pakaian', 'Kursi berjemur', 'Penyewaan sepeda', 'Sewa mobil']","Pecatu, Uluwatu"
7 Bidadari Boutique Hotel,0,3,,Rp 470.293,1,['Kursi berjemur tepi kolam'],"Seminyak, Kuta"
Gopala Villa Ubud,0,0,,Rp 455.000,1,['Dapur kecil'],"Abiansemal, Badung"
Predmet Babakan,0,5,,Rp 2.582.063,1,['Kursi berjemur tepi kolam'],"Canggu, Kuta Utara"
Utari Residence Legian, 8.7 ,0,(78),Rp 288.392,0,[],"Legian, Kuta"
Pulasari Homestay Sanur,0,0,,Rp 268.990,0,[],"Sanur, Bali"
Villa Lumahi Satu,0,3,,Rp 2.563.519,1,['Penitipan anak'],"Cemagi, Canggu"
Ubud Mayura Private Pool Villa ,0,0,,Rp 1.586.002,0,[],"Tampaksiring, Ubud"
Inada Losmen,0,0,,Rp 355.462,0,[],"Seminyak, Kuta"
Natah Bale Villa,0,0,,Rp 1.381.788,3,"['Layanan pijat', 'Antar-jemput bandara', 'Bar']","Sanur, Bali"
OYO 93056 Penginapan Pondok Abian Sukawati,0,0,,Rp 257.083,0,[],"Sukawati, Gianyar"
Santya Loka Lodge & Twin Waterfall,0,0,,Rp 403.949,0,[],"Jatiluwih, Penebel"
Pondok Kutuh Guest House Ubud ,0,0,,Rp 557.963,0,[],"Ubud, Gianyar"
Hotel Puri Asih, 6.3 ,0,(8),Rp 294.080,0,[],"Kuta, Badung"
Uma Shanti Villa,0,0,,Rp 1.035.642,1,['Antar-jemput bandara'],"Tampaksiring, Ubud"
Happy Spiritus Guesthouse Tabanan, 9.6 ,0,(5),Rp 198.233,4,"['Pengering pakaian', 'Area main anak', 'Penyewaan sepeda', 'Check-out ekspress']","Kerambitan, Tabanan Kota"
Sarin Ubud Suite,0,0,,Rp 500.000,5,"['Pengering pakaian', 'Penitipan anak', 'Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas', 'Spa']","Monkey Forest, Ubud"
Bali Cliff Glamping,0,3,,Rp 1.336.429,1,['Kursi berjemur tepi kolam'],"Amlapura, Karangasem"
La Santa Rosa,0,3,,Rp 1.767.177,1,['Bar'],"Jimbaran, Kuta Selatan"
Glamping tent near the waterfall,0,3,,Rp 809.670,2,"['Area piknik', 'Bar']","Plaga, Badung"
Bedugul Lake View Villa,0,3,,Rp 2.089.286,0,[],"Singaraja, Buleleng"
Wayan Homestay Sanur, 9.3 ,0,(8),Rp 439.870,4,"['Snorkeling', 'Pemancingan', 'Penyewaan sepeda', 'Sewa mobil']","Sanur, Bali"
Kutus Kutus Sunari Beach Resort,0,4,,Rp 779.709,1,['Aksesibel bagi penyandang disabilitas'],"Lovina, Buleleng"
Adi Homestay Canggu , 8.6 ,2,(24),Rp 326.899,5,"['Pengering pakaian', 'Sewa mobil', 'Antar-jemput bandara', 'Check-out ekspress', 'Spa']","Canggu, Kuta Utara"
The Swell - Hostel - Adults Only,0,2,,Rp 137.701,2,"['Bilyar', 'Kursi berjemur tepi kolam']","Tanah Lot, Tabanan"
Budhi Ayu Villa and Cottage, 9.1 ,3,(22),Rp 980.970,2,"['Penyewaan sepeda', 'Sewa mobil']","Ubud, Gianyar"
Dayuh House,0,3,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
Sri Aksata Ubud Resort , 8.7 ,3,(37),Rp 685.206,6,"['Penitipan sepeda', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa', 'Bar']","Monkey Forest, Ubud"
Jatayu Villa by Betterplace,0,4,,Rp 1.510.120,0,[],"Canggu, Kuta Utara"
Gatra Ubud Inn, 8.4 ,3,(6),Rp 2.740.961,2,"['Antar-jemput bandara', 'Check-out ekspress']","Ubud, Gianyar"
Prima Inn,0,0,,Rp 428.830,0,[],"Kuta, Badung"
Brisk Homestay Uluwatu RedPartner,0,0,,Rp 393.900,0,[],"Pecatu, Uluwatu"
Holistic stay,0,0,,Rp 257.655,2,"['Teras rooftop', 'Check-out ekspress']","Jimbaran, Kuta Selatan"
Villa Anahera,0,4,,Rp 1.531.491,1,['Kursi berjemur tepi kolam'],"Seminyak, Kuta"
Wika Bali Beach House, 7.9 ,3,(59),Rp 254.625,3,"['Tanda khusus bagi tuna netra', 'Layanan pijat', 'Check-out ekspress']","Jimbaran, Kuta Selatan"
Made House Sanur, 8.8 ,0,(41),Rp 133.284,0,[],"Sanur, Bali"
Sayang Sanur Villa III,0,4,,Rp 2.960.892,0,[],"Sanur, Bali"
Pangkung Sari B&B,0,3,,Rp 1.304.178,1,['Kursi berjemur tepi kolam'],"Canggu, Kuta Utara"
OYO 94256 Arvina Villas,0,0,,Rp 490.000,0,[],"Seminyak, Kuta"
Ubud Shanti Rice Field House By Supala,0,3,,Rp 806.399,0,[],"Ubud, Gianyar"
Manta Villa Sea View Plus, 8.4 ,3,(236),Rp 332.898,5,"['Transportasi ke terminal ferry', 'Pool atau Snooker', 'Sewa mobil', 'Layanan pijat', 'Kursi berjemur tepi kolam']","Nusa Penida, Nusa Island"
Permisol Homestay 88,0,0,,Rp 234.820,0,[],"Denpasar Barat, Denpasar"
Vivaldi@Jimbaran,0,0,,Rp 402.295,0,[],"Jimbaran, Kuta Selatan"
D'Meten Guest House Canggu,0,2,,Rp 518.692,0,[],"Canggu, Kuta Utara"
OYO 90547 Pondok Saren Anyar, 7 ,0,(32),Rp 76.490,1,['Check-out ekspress'],"Mengwi, Badung"
Jasmine Inn Nusa Penida, 8.6 ,0,(171),Rp 119.000,5,"['Snorkeling', 'Berlayar', 'Pemancingan', 'Menyelam', 'Layanan pijat']","Nusa Penida, Nusa Island"
Cornerstone Bali Coworking,0,3,,Rp 140.776,1,['Bar'],"Canggu, Kuta Utara"
Villa Santika,0,2,,Rp 651.336,0,[],"Banjar, Buleleng"
Room & Vespa 3, 8.8 ,3,(16),Rp 500.000,2,"['Penyewaan sepeda', 'Sewa mobil']","Seminyak, Kuta"
Ubud Sari Health Resort, 8.6 ,3,(7),Rp 722.314,0,[],"Ubud, Gianyar"
Kubu Sunset Guest House Lembongan,0,0,,Rp 159.631,6,"['Banana boat', 'Snorkeling', 'Pemancingan', 'Kano', 'Menyelam', 'Check-out ekspress']","Nusa Lembongan, Nusa Island"
OYO 90505 Pondok Karenda, 8.6 ,2,(52),Rp 114.127,0,[],"Kuta, Badung"
Arta Nadi Villa,0,3,,Rp 589.829,3,"['Perpustakaan', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Sidemen, Karangasem"
Puri Sunset Homestay , 8.8 ,0,(20),Rp 246.830,2,"['Sewa mobil', 'Bar']","Munduk, Buleleng"
Caroline Hostel, 8.7 ,0,(10),Rp 133.393,0,[],"Canggu, Kuta Utara"
OYO 91112 Tara Kost,0,0,,Rp 182.148,1,['Check-out ekspress'],"Kuta, Badung"
Pondok Bali Guest House , 8.7 ,0,(68),Rp 371.560,5,"['Penitipan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara', 'Bar']","Lovina, Buleleng"
D'Leafy Seminyak,0,2,,Rp 725.762,1,['Spa'],"Kerobokan, Kuta Utara"
Vansari Hotel Seminyak, 8.7 ,3,(19),Rp 710.721,2,"['Penyewaan sepeda', 'Sewa mobil']","Seminyak, Kuta"
Villa Lovecho, 7.7 ,3,(6),Rp 624.466,4,"['Penitipan sepeda', 'Penitipan anak', 'Sewa mobil', 'Antar-jemput bandara']","Canggu, Kuta Utara"
Daydream Lodge,0,4,,Rp 335.000,4,"['Bersepeda atau bersepeda gunung', 'Tunggang kuda', 'Penyewaan sepeda', 'Antar-jemput bandara']","Tegallalang, Ubud"
Batur view Homestay - Loft,0,4,,Rp 500.000,0,[],"Kintamani, Bangli"
Penida La Casa Cottage, 8.9 ,3,(12),Rp 452.959,0,[],"Nusa Penida, Nusa Island"
Artha Dewata Homestay , 8.3 ,3,(7),Rp 327.117,0,[],"Ubud, Gianyar"
Sagitarius Inn, 8.3 ,3,(44),Rp 553.338,0,[],"Monkey Forest, Ubud"
Jani's Place Cottage, 8.9 ,3,(48),Rp 1.651.403,4,"['Penitipan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara']","Monkey Forest, Ubud"
The Bali Dream Villa Resort Echo Beach Canggu, 8.3 ,4,(26),Rp 843.964,6,"['Kursi berjemur', 'Layanan pijat', 'Dapur kecil', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Canggu, Kuta Utara"
Selang Resort, 8 ,0,(5),Rp 483.604,6,"['Badminton', 'Kano', 'Winery', 'Dapur kecil', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas']","Amed, Karangasem"
Kultur Umalas, 8.9 ,0,(57),Rp 116.852,3,"['Antar-jemput bandara', 'Perpustakaan', 'Spa']","Umalas, Kuta Utara"
Interconnection Hostel Kuta, 8.8 ,3,(71),Rp 386.692,1,['Sewa mobil'],"Kuta, Badung"
Desa Harmonis,0,3,,Rp 1.631.249,1,['Kolam renang anak'],"Pecatu, Uluwatu"
Bhavana Cottage Nusa Penida,0,0,,Rp 314.364,6,"['Snorkeling', 'Pemancingan', 'Menyelam', 'Aktivitas outdoor', 'Handuk pantai', 'Pusat kebugaran']","Nusa Penida, Nusa Island"
Ladera Villa Ubud, 8.8 ,3,(18),Rp 1.686.859,3,"['Penitipan sepeda', 'Penitipan anak', 'Sewa mobil']","Ubud, Gianyar"
Pradja Slumbung Villas Nusa Penida, 8.4 ,3,(20),Rp 815.355,3,"['Pengering pakaian', 'Kursi berjemur tepi kolam', 'Bar']","Nusa Penida, Nusa Island"
The Kanjeng Signature Sidemen,0,4,,Rp 870.439,5,"['Aktivitas outdoor', 'Area main anak', 'Penyewaan sepeda', 'Layanan pijat', 'Spa']","Sidemen, Karangasem"
Pondanu Living,0,3,,Rp 1.353.041,1,['Area piknik'],"Bedugul, Tabanan"
Kadek Bagus Guesthouse Denpasar Mitra RedDoorz,0,0,,Rp 382.135,0,[],"Denpasar Barat, Denpasar"
Bali Exclusive Villa ,0,5,,Rp 1.039.063,5,"['Layanan pijat', 'Dapur kecil', 'Teras rooftop', 'Kursi berjemur tepi kolam', 'Spa']","Ungasan, Uluwatu"
Rama Beach Resort & Villas, 8.6 ,5,(76),Rp 1.430.534,6,"['Penyewaan sepeda', 'Layanan pijat', 'Pusat kebugaran', 'Lapangan tennis outdoor', 'Bar di kolam renang', 'Bar']","Kuta, Badung"
ROYAL RETREAT VILLAS LEMBONGAN,0,0,,Rp 739.121,6,"['Transportasi ke kapal pesiar', 'Transportasi ke taman rekreasiW', 'Tanda khusus bagi tuna netra', 'Dapur kecil', 'Fasilitas bisnis', 'Aksesibel bagi penyandang disabilitas']","Nusa Lembongan, Nusa Island"
Ping Hotel, 8.4 ,3,(263),Rp 497.721,1,['Sewa mobil'],"Seminyak, Kuta"
Jati Cottage, 8.7 ,3,(8),Rp 1.300.197,3,"['Penyewaan sepeda', 'Sewa mobil', 'Dapur kecil']","Ubud, Gianyar"
My Villas in Bali,0,5,,Rp 3.121.145,2,"['Payung pantai', 'Kursi berjemur tepi kolam']","Seminyak, Kuta"
Kuta EcoStay, 9.3 ,2,(10),Rp 251.392,2,"['Check-out ekspress', 'Bar']","Kuta, Badung"
Asta House, 9 ,1,(104),Rp 254.779,0,[],"Kuta, Badung"
Bale Taru Pecatu ,0,0,,Rp 803.618,0,[],"Pecatu, Uluwatu"
Abi Bali Resort Villas and Spa, 8.6 ,4,(49),Rp 1.112.624,6,"['Jacuzzi', 'Layanan pijat', 'Pusat kebugaran', 'Ruangan game', 'Spa', 'Bar']","Jimbaran, Kuta Selatan"
Alam Jepun Villa,0,3,,Rp 1.677.773,0,[],"Legian, Kuta"
Villa Emilia Seminyak by Nagisa Bali,0,0,,Rp 2.314.100,1,['Dapur kecil'],"Kerobokan, Kuta Utara"
Ubad Retreat, 8.9 ,3,(30),Rp 775.502,6,"['Volley', 'Bersepeda atau bersepeda gunung', 'Kursi berjemur', 'Layanan pijat', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Ubud, Gianyar"
A4K Mua at Ubud, 8.5 ,2,(9),Rp 670.312,1,['Dapur kecil'],"Monkey Forest, Ubud"
Bucu View Resort, 8.7 ,4,(48),Rp 2.241.224,1,['Layanan pijat'],"Ubud, Gianyar"
Ruang Tekuni,0,0,,Rp 919.392,0,[],"Legian, Kuta"
The Sabho Garden ,0,3,,Rp 345.008,1,['Kursi berjemur tepi kolam'],"Nusa Penida, Nusa Island"
The Manik Toya Boutique Villa,0,4,,Rp 970.437,3,"['Bar pantai', 'Kursi berjemur tepi kolam', 'Spa']","Pecatu, Uluwatu"
Summer of Surf,0,2,,Rp 202.642,0,[],"Ungasan, Uluwatu"
Dewani Villa Resort, 8.6 ,3,(24),Rp 598.783,6,"['Penitipan sepeda', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara', 'Spa']","Umalas, Kuta Utara"
Kanchana Cottages,0,3,,Rp 1.098.602,0,[],"Pecatu, Uluwatu"
Uma Chaming Villas & Gym by EPS, 9 ,3,(6),Rp 914.241,2,"['Area piknik', 'Spa']","Payangan, Ubud"
Elemento Homestay Badung, 9 ,0,(17),Rp 294.651,2,"['Karaoke', 'Pusat kebugaran']","Abiansemal, Badung"
Honu Studio Living,0,3,,Rp 634.747,1,['Penitipan anak'],"Canggu, Kuta Utara"
Pandawa Beach Resort & Spa Luxury, 8.7 ,4,(19),Rp 899.696,5,"['Selancar', 'Snorkeling', 'Menyelam', 'Pengering pakaian', 'Dapur kecil']","Nusa Penida, Nusa Island"
Edotel Greenland Hotel,0,3,,Rp 420.680,0,[],"Sukawati, Gianyar"
Umah Lawas Ubud,0,0,,Rp 1.061.685,1,['Kursi berjemur tepi kolam'],"Payangan, Ubud"
Villa Blessings,0,2,,Rp 648.662,2,"['Dapur kecil', 'Kursi berjemur tepi kolam']","Banjar, Buleleng"
Ambary Ubud,0,0,,Rp 1.029.642,2,"['Dapur kecil', 'Check-out ekspress']","Ubud, Gianyar"
Pitaloka Hotel Sanur By DeWizZManagement, 9.2 ,3,(6),Rp 637.274,2,"['Check-out ekspress', 'Bar']","Sanur, Bali"
Woywoy Escape (Adults Only), 9.1 ,0,(135),Rp 1.256.838,6,"['Tenda di tepi kolam', 'Jacuzzi', 'Handuk pantai', 'Kursi berjemur tepi kolam', 'Check-out ekspress', 'Area piknik']","Payangan, Ubud"
Sunari Guesthouse,0,0,,Rp 494.000,1,['Antar-jemput bandara'],"Canggu, Kuta Utara"
Bali Senia Hotel, 7.2 ,1,(14),Rp 398.240,6,"['Kapal layar', 'Darts', 'Banana boat', 'Penyewaan sepeda', 'Sewa mobil', 'Bar']","Sanur, Bali"
Bali Dream House,0,3,,Rp 900.804,6,"['Kursi berjemur pantai', 'Handuk pantai', 'Payung pantai', 'Perpustakaan', 'Check-out ekspress', 'Area piknik']","Amed, Karangasem"
Belvilla Tranquil Oasis Lovina Beach,0,0,,Rp 401.724,0,[],"Lovina, Buleleng"
Biorock Homestay,0,1,,Rp 1.034.386,0,[],"Pemuteran, Buleleng"
Surf Haven Villa at Royal Arkadia Villa,0,2,,Rp 1.509.720,0,[],"Pecatu, Uluwatu"
Bali Yarra Villas Seminyak, 8.2 ,4,(5),Rp 868.044,0,[],"Seminyak, Kuta"
Classic Beach Villas, 8.5 ,2,(41),Rp 585.446,2,"['Teras rooftop', 'Kursi berjemur tepi kolam']","Amed, Karangasem"
Ayudia Camp,0,1,,Rp 205.950,0,[],"Bedugul, Tabanan"
Kultur Pecatu Micro Villa,0,0,,Rp 720.269,0,[],"Pecatu, Uluwatu"
Penida Krusty Hill,0,3,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
UbudOne, 8.9 ,4,(189),Rp 1.092.857,1,['Check-out ekspress'],"Tampaksiring, Ubud"
Ginanthi Cottage, 8.2 ,0,(31),Rp 265.778,1,['Sewa mobil'],"Nusa Penida, Nusa Island"
Made Taro - Menjangan Homestay, 7.6 ,1,(18),Rp 289.084,6,"['Restoran show cooking', 'Kano', 'Winery', 'Pengering pakaian', 'Check-out ekspress', 'Bar']","Menjangan, Buleleng"
Laguna Reef Hut Lembongan, 8.8 ,2,(187),Rp 706.846,6,"['Selancar', 'Bersepeda atau bersepeda gunung', 'Menyelam', 'Handuk pantai', 'Layanan pijat', 'Bar']","Nusa Lembongan, Nusa Island"
Kawi Resort By Pramana, 8.8 ,4,(278),Rp 1.087.611,6,"['Bersepeda atau bersepeda gunung', 'Penyewaan sepeda', 'Layanan pijat', 'Check-out ekspress', 'Spa', 'Bar']","Tampaksiring, Ubud"
Kosta Hostel Canggu, 8.1 ,0,(7),Rp 927.861,2,"['Selancar', 'Bar']","Canggu, Kuta Utara"
Royal Maharani Payogan,0,0,,Rp 630.128,0,[],"Kedewatan, Ubud"
Carik Bali Guest House, 9.6 ,0,(5),Rp 512.277,2,"['Aktivitas outdoor', 'Kursi berjemur']","Canggu, Kuta Utara"
Puri Cendana Resort Bali, 8.6 ,3,(26),Rp 745.350,3,"['Bilyar', 'Kursi berjemur tepi kolam', 'Bar']","Seminyak, Kuta"
Pemuntalan Guesthouse , 8.1 ,0,(21),Rp 212.361,0,[],"Nusa Lembongan, Nusa Island"
Suan Penida Hills by ABM, 9 ,0,(8),Rp 177.785,0,[],"Nusa Penida, Nusa Island"
The Sintesa Residence Jimbaran, 8.2 ,5,(31),Rp 1.006.614,6,"['Area main anak', 'Layanan pijat', 'Dapur kecil', 'Pusat kebugaran', 'Bar di kolam renang', 'Bar']","Jimbaran, Kuta Selatan"
Serene and Tranquil Loft by GORO,0,4,,Rp 1.274.272,0,[],"Canggu, Kuta Utara"
Bima Homestay, 8.8 ,0,(7),Rp 117.456,5,"['Olah raga air', 'Selancar', 'Snorkeling', 'Pemancingan', 'Check-out ekspress']","Nusa Lembongan, Nusa Island"
XOXO Kuta Legian Hostel, 8.4 ,0,(80),Rp 114.468,3,"['Penyewaan sepeda', 'Sewa mobil', 'Check-out ekspress']","Legian, Kuta"
Sakura Guesthouse, 7.8 ,0,(7),Rp 500.000,0,[],"Canggu, Kuta Utara"
Sayang Sanur Villa VI,0,4,,Rp 3.044.196,0,[],"Sanur, Bali"
Garden View Ubud, 7.9 ,3,(10),Rp 962.402,3,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat']","Monkey Forest, Ubud"
Villa Tropical 1,0,3,,Rp 2.071.864,0,[],"Canggu, Kuta Utara"
Salang Guest House Penida,0,0,,Rp 255.700,1,['Check-out ekspress'],"Nusa Penida, Nusa Island"
Sari Murni,0,3,,Rp 558.935,0,[],"Kemenuh, Ubud"
Nyamane Ubud Green View Villas by EPS,0,0,,Rp 596.818,0,[],"Tampaksiring, Ubud"
Sahadewa Resort and Spa, 8.6 ,3,(5),Rp 572.373,5,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa', 'Bar']","Monkey Forest, Ubud"
Enjung Beji Resort, 7 ,0,(5),Rp 434.658,6,"['Olah raga air', 'Pemancingan', 'Area main anak', 'Fasilitas bisnis', 'Aksesibel bagi penyandang disabilitas', 'Check-out ekspress']","Baturiti, Tabanan"
Putri Homestay, 7.8 ,3,(5),Rp 298.706,0,[],"Sanur, Bali"
Dugul Hidden, 8.9 ,3,(14),Rp 305.668,0,[],"Ubud, Gianyar"
Bale Seminyak, 8.6 ,1,(32),Rp 593.664,6,"['Selancar', 'Pemancingan', 'Aktivitas outdoor', 'Handuk pantai', 'Layanan pijat', 'Check-out ekspress']","Seminyak, Kuta"
Maha Gangga Valley by ecommerceloka,0,0,,Rp 626.593,0,[],"Tirta Gangga, Karangasem"
Le Yanandra Bali,0,0,,Rp 2.065.076,6,"['Pemancingan', 'Winery', 'Golf', 'Pengering pakaian', 'Bar di kolam renang', 'Bar']","Jimbaran, Kuta Selatan"
The Visala Boutique Suite Seminyak, 8.6 ,4,(40),Rp 685.947,4,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara']","Seminyak, Kuta"
Natura Nusa Dua,0,3,,Rp 484.755,0,[],"Nusa Dua, Kuta Selatan"
Royal JJ Ubud Resort & Spa, 7.3 ,0,(6),Rp 448.586,2,"['Layanan pijat', 'Spa']","Ubud, Gianyar"
Agung Homestay Canggu, 7.6 ,1,(6),Rp 412.482,4,"['Penitipan sepeda', 'Sewa mobil', 'Dapur kecil', 'Antar-jemput bandara']","Canggu, Kuta Utara"
Tulamben Wreck Divers, 7.8 ,3,(21),Rp 392.576,1,['Spa'],"Tulamben, Karangasem"
The Bridge Huts,0,0,,Rp 1.253.467,3,"['Snorkeling', 'Pemancingan', 'Bar di kolam renang']","Nusa Ceningan, Nusa Island"
Canggu Bona Kubu by Kamara, 8.6 ,2,(10),Rp 461.824,5,"['Penitipan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara', 'Spa']","Canggu, Kuta Utara"
The Beach Huts, 8.5 ,2,(71),Rp 465.881,1,['Kursi berjemur pantai'],"Nusa Lembongan, Nusa Island"
Shankara Parada Villas, 8.7 ,3,(9),Rp 1.276.503,4,"['Kursi berjemur tepi kolam', 'Check-out ekspress', 'Spa', 'Bar']","Amed, Karangasem"
Utamas Keramas Bali, 8.6 ,3,(73),Rp 371.281,6,"['Safari', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Keramas, Gianyar"
D beds Hostel By soscomma, 8.5 ,0,(111),Rp 144.546,0,[],"Kuta, Badung"
Puri Naga Beachfront Cottages, 7.8 ,3,(116),Rp 763.428,6,"['Selancar', 'Tennis meja', 'Area main anak', 'Pantai privat', 'Layanan pijat', 'Bar di kolam renang']","Seminyak, Kuta"
The Palms Ceningan Hotel,0,3,,Rp 1.180.086,3,"['Bar di kolam renang', 'Kursi berjemur tepi kolam', 'Bar']","Nusa Ceningan, Nusa Island"
Putih DCarik Ubud,0,4,,Rp 793.322,1,['Kursi berjemur tepi kolam'],"Ubud, Gianyar"
The Kd Suites & Coffee Shop,0,0,,Rp 1.190.750,1,['Dapur kecil'],"Cemagi, Canggu"
Labak River Hotel by EPS, 8.6 ,4,(36),Rp 718.948,6,"['Aerobik', 'Penitipan sepeda', 'Kursi berjemur pantai', 'Sewa mobil', 'Fasilitas bisnis', 'Bar']","Ubud, Gianyar"
Lembongan Made Inn, 8.7 ,2,(50),Rp 320.980,4,"['Snorkeling', 'Pemancingan', 'Menyelam', 'Layanan pijat']","Nusa Lembongan, Nusa Island"
